1,0,2243.40,2199.41,2409.58,2595.31,2438.91,2380.25,2287.39
1,0,2243.40,2199.41,2409.58,2595.31,2438.91,2380.25,2287.39
1,0,2233.63,2047.90,2404.69,2575.76,2429.13,2375.37,2385.14
1,0,2233.63,2047.90,2404.69,2575.76,2429.13,2375.37,2385.14
1,0,2243.40,2082.11,2409.58,2590.42,2434.02,2375.37,2145.65
1,0,2243.40,2082.11,2409.58,2590.42,2434.02,2375.37,2145.65
1,0,2248.29,2204.30,2414.47,2595.31,2438.91,2380.25,2228.74
1,0,2248.29,2204.30,2414.47,2595.31,2438.91,2380.25,2228.74
1,0,2233.63,2072.34,2404.69,2575.76,2429.13,2375.37,2409.58
1,0,2233.63,2072.34,2404.69,2575.76,2429.13,2375.37,2409.58
1,0,2238.51,2057.67,2409.58,2585.53,2434.02,2375.37,2179.86
1,0,2238.51,2057.67,2409.58,2585.53,2434.02,2375.37,2179.86
1,0,2248.29,2199.41,2414.47,2595.31,2438.91,2380.25,2184.75
1,0,2248.29,2199.41,2414.47,2595.31,2438.91,2380.25,2184.75
1,0,2238.51,2111.44,2404.69,2580.65,2434.02,2375.37,2409.58
1,0,2238.51,2111.44,2404.69,2580.65,2434.02,2375.37,2409.58
1,0,2238.51,2033.24,2404.69,2585.53,2434.02,2375.37,2228.74
1,0,2238.51,2033.24,2404.69,2585.53,2434.02,2375.37,2228.74
1,0,2248.29,2184.75,2414.47,2595.31,2438.91,2380.25,2140.76
1,0,2248.29,2184.75,2414.47,2595.31,2438.91,2380.25,2140.76
1,0,2238.51,2145.65,2409.58,2585.53,2434.02,2375.37,2394.92
1,0,2238.51,2145.65,2409.58,2585.53,2434.02,2375.37,2394.92
1,0,2233.63,2028.35,2404.69,2580.65,2429.13,2375.37,2282.50
1,0,2233.63,2028.35,2404.69,2580.65,2429.13,2375.37,2282.50
1,0,2248.29,2170.09,2414.47,2595.31,2438.91,2380.25,2116.32
1,0,2248.29,2170.09,2414.47,2595.31,2438.91,2380.25,2116.32
1,0,2243.40,2165.20,2409.58,2585.53,2434.02,2380.25,2355.82
1,0,2243.40,2165.20,2409.58,2585.53,2434.02,2380.25,2355.82
1,0,2233.63,2028.35,2404.69,2580.65,2429.13,2375.37,2326.49
1,0,2233.63,2028.35,2404.69,2580.65,2429.13,2375.37,2326.49
1,0,2248.29,2135.87,2414.47,2595.31,2438.91,2380.25,2028.35
1,0,2248.29,2135.87,2414.47,2595.31,2438.91,2380.25,2028.35
1,0,2243.40,2179.86,2409.58,2585.53,2434.02,2375.37,2316.72
1,0,2243.40,2179.86,2409.58,2585.53,2434.02,2375.37,2316.72
1,0,2238.51,2047.90,2404.69,2580.65,2434.02,2375.37,2341.15
1,0,2238.51,2047.90,2404.69,2580.65,2434.02,2375.37,2341.15
1,0,2243.40,2111.44,2404.69,2580.65,2434.02,2380.25,2028.35
1,0,2243.40,2111.44,2404.69,2580.65,2434.02,2380.25,2028.35
1,0,2243.40,2189.64,2409.58,2590.42,2438.91,2380.25,2595.31
1,0,2243.40,2189.64,2409.58,2590.42,2438.91,2380.25,2595.31
1,0,2204.30,2189.64,2258.06,2346.04,2277.61,2248.29,1867.06
1,0,2204.30,2189.64,2258.06,2346.04,2277.61,2248.29,1867.06
1,0,2292.28,2077.22,2634.41,2741.94,2663.73,2629.52,2033.24
1,0,2292.28,2077.22,2634.41,2741.94,2663.73,2629.52,2033.24
1,0,2228.74,2072.34,2311.83,2434.02,2365.59,2341.15,1598.24
1,0,2228.74,2072.34,2311.83,2434.02,2365.59,2341.15,1598.24
1,0,2204.30,2194.53,2248.29,2336.27,2267.84,2238.51,2243.40
1,0,2204.30,2194.53,2248.29,2336.27,2267.84,2238.51,2243.40
1,0,2292.28,2111.44,2673.51,2761.49,2688.17,2658.85,2668.62
1,0,2292.28,2111.44,2673.51,2761.49,2688.17,2658.85,2668.62
1,0,2258.06,2087.00,2497.56,2580.65,2541.54,2531.77,2497.56
1,0,2258.06,2087.00,2497.56,2580.65,2541.54,2531.77,2497.56
1,0,2189.64,2214.08,2287.39,2336.27,2297.17,2282.50,2272.73
1,0,2189.64,2214.08,2287.39,2336.27,2297.17,2282.50,2272.73
1,0,2282.50,2140.76,2683.28,2741.94,2693.06,2688.17,2668.62
1,0,2282.50,2140.76,2683.28,2741.94,2693.06,2688.17,2668.62
1,0,2267.84,2091.89,2595.31,2658.85,2634.41,2624.63,2590.42
1,0,2267.84,2091.89,2595.31,2658.85,2634.41,2624.63,2590.42
1,0,2184.75,2199.41,2233.63,2292.28,2248.29,2277.61,2262.95
1,0,2184.75,2199.41,2233.63,2292.28,2248.29,2277.61,2262.95
1,0,2282.50,2140.76,2658.85,2717.50,2673.51,2683.28,2658.85
